in s,C1 in V
-1.1375736E-03,-6.83594E-03
-1.1375552E-03,-3.61328E-02
-1.1375368E-03,1.26953E-02
-1.1375184E-03,1.26953E-02
-1.1375000E-03,-2.63672E-02
-1.1374816E-03,2.92969E-03
-1.1374632E-03,-6.83594E-03
-1.1374448E-03,-2.63672E-02
-1.1374264E-03,-6.83594E-03
-1.1374080E-03,-6.83594E-03
-1.1373896E-03,2.24609E-02
-1.1373712E-03,1.26953E-02
-1.1373528E-03,1.26953E-02
-1.1373344E-03,-2.63672E-02
-1.1373160E-03,-6.83594E-03
-1.1372976E-03,4.19922E-02
-1.1372792E-03,-2.63672E-02
-1.1372608E-03,2.24609E-02
-1.1372424E-03,2.92969E-03
-1.1372240E-03,-6.83594E-03
-1.1372056E-03,-6.83594E-03
-1.1371872E-03,2.92969E-03
-1.1371688E-03,-6.83594E-03
-1.1371504E-03,-6.83594E-03
-1.1371320E-03,1.26953E-02
-1.1371136E-03,1.26953E-02
-1.1370952E-03,2.92969E-03
-1.1370768E-03,1.26953E-02
-1.1370584E-03,-6.83594E-03
-1.1370400E-03,-2.63672E-02
-1.1370216E-03,2.92969E-03
-1.1370032E-03,1.26953E-02
-1.1369848E-03,2.24609E-02
-1.1369664E-03,1.26953E-02
-1.1369480E-03,2.92969E-03
-1.1369296E-03,1.26953E-02
-1.1369112E-03,1.26953E-02
-1.1368928E-03,-6.83594E-03
-1.1368744E-03,-6.83594E-03
-1.1368560E-03,-6.83594E-03
-1.1368376E-03,4.19922E-02
-1.1368192E-03,2.92969E-03
-1.1368008E-03,-2.63672E-02
-1.1367824E-03,-6.83594E-03
-1.1367640E-03,2.24609E-02
-1.1367456E-03,2.92969E-03
-1.1367272E-03,-6.83594E-03
-1.1367088E-03,-6.83594E-03
-1.1366904E-03,-1.66016E-02
-1.1366720E-03,-6.83594E-03
-1.1366536E-03,-6.83594E-03
-1.1366352E-03,2.24609E-02
-1.1366168E-03,3.22266E-02
-1.1365984E-03,-1.66016E-02
-1.1365800E-03,-6.83594E-03
-1.1365616E-03,2.92969E-03
-1.1365432E-03,-6.83594E-03
-1.1365248E-03,-6.83594E-03
-1.1365064E-03,2.24609E-02
-1.1364880E-03,-6.83594E-03
-1.1364696E-03,4.19922E-02
-1.1364512E-03,-6.83594E-03
-1.1364328E-03,2.92969E-03
-1.1364144E-03,2.24609E-02
-1.1363960E-03,-6.83594E-03
-1.1363776E-03,-6.83594E-03
-1.1363592E-03,-6.83594E-03
-1.1363408E-03,-6.83594E-03
-1.1363224E-03,2.24609E-02
-1.1363040E-03,1.26953E-02
-1.1362856E-03,2.24609E-02
-1.1362672E-03,1.26953E-02
-1.1362488E-03,1.26953E-02
-1.1362304E-03,2.92969E-03
-1.1362120E-03,-1.66016E-02
-1.1361936E-03,-6.83594E-03
-1.1361752E-03,1.26953E-02
-1.1361568E-03,-6.83594E-03
-1.1361384E-03,-6.83594E-03
-1.1361200E-03,2.92969E-03
-1.1361016E-03,2.92969E-03
-1.1360832E-03,2.92969E-03
-1.1360648E-03,-1.66016E-02
-1.1360464E-03,-2.63672E-02
-1.1360280E-03,-6.83594E-03
-1.1360096E-03,-6.83594E-03
-1.1359912E-03,2.24609E-02
-1.1359728E-03,-6.83594E-03
-1.1359544E-03,1.26953E-02
-1.1359360E-03,-6.83594E-03
-1.1359176E-03,1.26953E-02
-1.1358992E-03,-6.83594E-03
-1.1358808E-03,2.24609E-02
-1.1358624E-03,2.92969E-03
-1.1358440E-03,-6.83594E-03
-1.1358256E-03,2.92969E-03
-1.1358072E-03,1.26953E-02
-1.1357888E-03,-1.66016E-02
-1.1357704E-03,-1.66016E-02
-1.1357520E-03,-6.83594E-03
-1.1357336E-03,-2.63672E-02
-1.1357152E-03,-6.83594E-03
-1.1356968E-03,-2.63672E-02
-1.1356784E-03,-1.66016E-02
-1.1356600E-03,2.24609E-02
-1.1356416E-03,2.24609E-02
-1.1356232E-03,2.24609E-02
-1.1356048E-03,2.92969E-03
-1.1355864E-03,1.26953E-02
-1.1355680E-03,1.26953E-02
-1.1355496E-03,1.26953E-02
-1.1355312E-03,-6.83594E-03
-1.1355128E-03,-3.61328E-02
